obj_value,feasibility,elapsed_time,num_iterations,penalty_method
223.3,True,2.5447402000427246,5000,slack
223.3,True,2.5090160369873047,5000,slack
242.3,True,2.6505815982818604,5000,slack
242.3,True,3.211717128753662,5000,slack
223.0,True,2.5716495513916016,5000,slack
242.3,True,2.7312283515930176,5000,slack
248.0,True,2.5480284690856934,5000,slack
215.0,True,2.726447105407715,5000,slack
269.0,True,2.579162359237671,5000,slack
215.0,True,2.8110406398773193,5000,slack
223.0,True,2.8011066913604736,5000,slack
223.3,True,2.875180721282959,5000,slack
215.0,True,2.819164276123047,5000,slack
223.3,True,2.7051267623901367,5000,slack
250.3,True,2.9133784770965576,5000,slack
250.3,True,2.6596195697784424,5000,slack
248.0,True,2.759733200073242,5000,slack
223.3,True,2.6893274784088135,5000,slack
256.0,True,2.8378946781158447,5000,slack
248.0,True,2.7137818336486816,5000,slack
223.0,True,3.2182095050811768,5000,slack
256.0,True,2.9796130657196045,5000,slack
269.0,True,2.6657564640045166,5000,slack
256.0,True,2.7599635124206543,5000,slack
215.3,True,2.564875364303589,5000,slack
223.0,True,2.747466802597046,5000,slack
242.3,True,2.6037771701812744,5000,slack
242.3,True,2.771061420440674,5000,slack
242.3,True,2.6227335929870605,5000,slack
223.3,True,2.7631211280822754,5000,slack
215.0,True,2.738400459289551,5000,slack
215.3,True,2.8953402042388916,5000,slack
242.3,True,2.671419382095337,5000,slack
215.0,True,2.7634105682373047,5000,slack
256.0,True,2.649991273880005,5000,slack
250.3,True,2.6388630867004395,5000,slack
248.0,True,2.5263874530792236,5000,slack
250.3,True,2.70880126953125,5000,slack
250.3,True,2.737691640853882,5000,slack
242.3,True,3.0842385292053223,5000,slack
263.3,True,2.800797939300537,5000,slack
248.0,True,2.855527877807617,5000,slack
248.0,True,3.2936527729034424,5000,slack
215.3,True,2.6242785453796387,5000,slack
256.0,True,2.815516233444214,5000,slack
263.3,True,2.658003091812134,5000,slack
242.3,True,2.749986171722412,5000,slack
215.0,True,2.6612906455993652,5000,slack
248.0,True,2.825510025024414,5000,slack
242.3,True,2.7423763275146484,5000,slack
223.3,True,2.793409585952759,5000,slack
242.0,True,2.568288803100586,5000,slack
250.3,True,2.6700093746185303,5000,slack
223.3,True,2.8766422271728516,5000,slack
242.0,True,3.488311529159546,5000,slack
242.0,True,3.2368204593658447,5000,slack
215.3,True,2.7059404850006104,5000,slack
242.3,True,3.1308066844940186,5000,slack
256.0,True,2.735999345779419,5000,slack
215.3,True,2.8745625019073486,5000,slack
256.0,True,2.994826555252075,5000,slack
242.3,True,2.6428399085998535,5000,slack
215.3,True,2.7880442142486572,5000,slack
250.3,True,3.335921049118042,5000,slack
242.3,True,2.8665478229522705,5000,slack
248.0,True,2.60650634765625,5000,slack
263.3,True,2.932293176651001,5000,slack
223.0,True,2.7941367626190186,5000,slack
215.3,True,2.805861234664917,5000,slack
215.3,True,2.8579330444335938,5000,slack
215.3,True,2.6640007495880127,5000,slack
263.3,True,2.8108181953430176,5000,slack
256.0,True,2.5630781650543213,5000,slack
223.0,True,2.845423460006714,5000,slack
242.3,True,2.609011173248291,5000,slack
223.3,True,2.849713087081909,5000,slack
223.3,True,2.717906951904297,5000,slack
242.3,True,2.8889806270599365,5000,slack
250.3,True,2.7907657623291016,5000,slack
256.0,True,3.4051294326782227,5000,slack
242.3,True,3.3556201457977295,5000,slack
223.0,True,2.6154489517211914,5000,slack
256.0,True,3.019115447998047,5000,slack
242.0,True,3.0535788536071777,5000,slack
215.3,True,3.0419986248016357,5000,slack
263.3,True,2.7397401332855225,5000,slack
263.3,True,2.8984878063201904,5000,slack
250.3,True,2.8898608684539795,5000,slack
242.3,True,2.8517990112304688,5000,slack
256.0,True,2.897061347961426,5000,slack
250.3,True,2.753948450088501,5000,slack
223.3,True,2.7633845806121826,5000,slack
223.3,True,2.7906734943389893,5000,slack
223.0,True,4.910081148147583,5000,slack
215.3,True,4.723312854766846,5000,slack
269.0,True,5.341923236846924,5000,slack
250.3,True,5.804119348526001,5000,slack
269.0,True,4.819803237915039,5000,slack
256.0,True,3.3605575561523438,5000,slack
242.3,True,3.1594161987304688,5000,slack
215.3,True,3.382136583328247,5000,unbalanced
215.3,True,2.949352979660034,5000,unbalanced
197.3,False,2.574929714202881,5000,unbalanced
197.3,False,2.431377410888672,5000,unbalanced
233.60000000000002,False,2.359257459640503,5000,unbalanced
215.60000000000002,False,2.3914546966552734,5000,unbalanced
220.3,False,2.4123306274414062,5000,unbalanced
215.60000000000002,False,2.4628448486328125,5000,unbalanced
197.3,False,2.446890354156494,5000,unbalanced
215.0,False,2.555217981338501,5000,unbalanced
197.3,False,2.531221866607666,5000,unbalanced
215.8,False,2.6664106845855713,5000,unbalanced
215.3,True,2.7672805786132812,5000,unbalanced
195.3,False,5.283233880996704,5000,unbalanced
195.3,False,3.2263448238372803,5000,unbalanced
215.8,False,3.227170705795288,5000,unbalanced
197.3,False,2.5859830379486084,5000,unbalanced
197.3,False,2.469909906387329,5000,unbalanced
215.3,True,2.5181751251220703,5000,unbalanced
215.0,False,2.505582809448242,5000,unbalanced
197.3,False,2.8721399307250977,5000,unbalanced
197.3,False,3.267580509185791,5000,unbalanced
215.3,True,3.2352733612060547,5000,unbalanced
190.3,False,2.7771642208099365,5000,unbalanced
195.3,False,3.321402072906494,5000,unbalanced
215.3,True,2.9392871856689453,5000,unbalanced
215.3,True,2.5347368717193604,5000,unbalanced
195.3,False,2.762514591217041,5000,unbalanced
215.3,True,2.496177911758423,5000,unbalanced
195.3,False,4.49350118637085,5000,unbalanced
215.3,True,5.323218584060669,5000,unbalanced
210.3,False,2.959446907043457,5000,unbalanced
215.3,True,2.82970929145813,5000,unbalanced
215.3,True,2.888753890991211,5000,unbalanced
195.3,False,2.6559348106384277,5000,unbalanced
215.3,True,2.648803472518921,5000,unbalanced
195.3,False,2.6468911170959473,5000,unbalanced
214.3,False,2.614121437072754,5000,unbalanced
215.8,False,2.4541850090026855,5000,unbalanced
197.3,False,2.720431327819824,5000,unbalanced
215.8,False,2.8475358486175537,5000,unbalanced
215.8,False,3.305750846862793,5000,unbalanced
215.60000000000002,False,3.0032899379730225,5000,unbalanced
215.3,True,2.7430458068847656,5000,unbalanced
197.3,False,2.725722551345825,5000,unbalanced
215.0,False,2.6899092197418213,5000,unbalanced
215.8,False,2.6873669624328613,5000,unbalanced
235.3,False,2.6540746688842773,5000,unbalanced
197.3,False,2.6113688945770264,5000,unbalanced
215.3,True,2.8043882846832275,5000,unbalanced
197.3,False,2.5497517585754395,5000,unbalanced
215.60000000000002,False,2.704378128051758,5000,unbalanced
216.3,False,2.7255237102508545,5000,unbalanced
215.3,True,2.759631395339966,5000,unbalanced
195.3,False,2.620598554611206,5000,unbalanced
216.3,False,2.6505916118621826,5000,unbalanced
215.3,True,2.99234676361084,5000,unbalanced
197.3,False,4.059758186340332,5000,unbalanced
195.3,False,3.197786569595337,5000,unbalanced
195.3,False,2.6621456146240234,5000,unbalanced
214.3,False,4.0575032234191895,5000,unbalanced
195.3,False,3.2008378505706787,5000,unbalanced
197.3,False,4.3919172286987305,5000,unbalanced
197.3,False,2.9725728034973145,5000,unbalanced
215.0,False,3.172745943069458,5000,unbalanced
195.3,False,3.1094117164611816,5000,unbalanced
215.3,True,2.463897228240967,5000,unbalanced
215.3,True,2.8109893798828125,5000,unbalanced
197.3,False,4.299809217453003,5000,unbalanced
214.3,False,3.2600581645965576,5000,unbalanced
215.3,True,2.476362466812134,5000,unbalanced
215.3,True,2.4304916858673096,5000,unbalanced
210.3,False,2.5454845428466797,5000,unbalanced
197.3,False,2.7146029472351074,5000,unbalanced
215.3,True,2.7041678428649902,5000,unbalanced
195.3,False,2.646841526031494,5000,unbalanced
215.3,True,2.484116792678833,5000,unbalanced
197.3,False,2.7349088191986084,5000,unbalanced
215.3,True,2.746016502380371,5000,unbalanced
215.3,True,2.4474549293518066,5000,unbalanced
215.0,False,2.49442195892334,5000,unbalanced
214.3,False,2.4679369926452637,5000,unbalanced
214.3,False,2.493298053741455,5000,unbalanced
233.60000000000002,False,2.7230007648468018,5000,unbalanced
215.8,False,4.319256544113159,5000,unbalanced
215.3,True,4.182350397109985,5000,unbalanced
215.3,True,3.3445847034454346,5000,unbalanced
195.3,False,2.603154420852661,5000,unbalanced
197.3,False,2.5247581005096436,5000,unbalanced
210.3,False,2.6014742851257324,5000,unbalanced
215.3,True,2.4939122200012207,5000,unbalanced
210.3,False,2.701584815979004,5000,unbalanced
195.3,False,2.7931604385375977,5000,unbalanced
215.3,True,2.4401676654815674,5000,unbalanced
197.3,False,2.419083595275879,5000,unbalanced
215.3,True,2.3737175464630127,5000,unbalanced
215.3,True,2.393083333969116,5000,unbalanced
215.3,True,2.4315683841705322,5000,unbalanced
215.0,False,2.9306368827819824,5000,unbalanced
215.8,False,3.255077600479126,5000,unbalanced
223.0,True,13.93940258026123,20000,slack
256.0,True,11.69070053100586,20000,slack
223.3,True,12.409740209579468,20000,slack
223.3,True,13.34795093536377,20000,slack
215.0,True,12.5889732837677,20000,slack
248.0,True,12.815427780151367,20000,slack
250.3,True,11.846041440963745,20000,slack
256.0,True,12.267972946166992,20000,slack
223.3,True,11.273566722869873,20000,slack
248.0,True,11.085766077041626,20000,slack
263.3,True,11.337710857391357,20000,slack
215.3,True,11.0897855758667,20000,slack
250.3,True,11.137932062149048,20000,slack
250.3,True,10.683482885360718,20000,slack
263.3,True,11.133695840835571,20000,slack
256.0,True,10.741501331329346,20000,slack
242.3,True,11.880070686340332,20000,slack
256.0,True,11.071512937545776,20000,slack
263.3,True,10.65841555595398,20000,slack
242.3,True,11.102351903915405,20000,slack
215.3,True,10.85087513923645,20000,slack
223.0,True,12.193377494812012,20000,slack
242.3,True,11.014331817626953,20000,slack
248.0,True,10.920130729675293,20000,slack
256.0,True,12.842620372772217,20000,slack
250.3,True,10.819021940231323,20000,slack
250.3,True,12.027312755584717,20000,slack
215.0,True,10.784492492675781,20000,slack
215.0,True,11.102388381958008,20000,slack
250.3,True,14.646431922912598,20000,slack
242.3,True,13.85929560661316,20000,slack
248.0,True,12.12571930885315,20000,slack
248.0,True,11.116379737854004,20000,slack
263.3,True,13.309797048568726,20000,slack
248.0,True,12.483373165130615,20000,slack
223.3,True,12.164609670639038,20000,slack
256.0,True,12.36663293838501,20000,slack
250.3,True,11.790803909301758,20000,slack
223.3,True,11.859246015548706,20000,slack
223.3,True,12.131929159164429,20000,slack
242.3,True,11.624592065811157,20000,slack
269.0,True,11.750868320465088,20000,slack
223.3,True,11.39428448677063,20000,slack
242.0,True,11.099815368652344,20000,slack
269.0,True,11.620827436447144,20000,slack
242.0,True,11.314810752868652,20000,slack
242.0,True,11.441561222076416,20000,slack
256.0,True,11.704771041870117,20000,slack
263.3,True,10.975831747055054,20000,slack
242.3,True,11.853596687316895,20000,slack
269.0,True,11.242223262786865,20000,slack
263.3,True,12.260562896728516,20000,slack
223.3,True,11.310637474060059,20000,slack
242.3,True,11.157599687576294,20000,slack
256.0,True,11.079713582992554,20000,slack
223.3,True,11.647529125213623,20000,slack
250.3,True,10.889649152755737,20000,slack
223.0,True,11.512452602386475,20000,slack
248.0,True,11.058760166168213,20000,slack
242.0,True,11.08084511756897,20000,slack
250.3,True,11.03158187866211,20000,slack
215.0,True,13.92587423324585,20000,slack
223.0,True,11.92549729347229,20000,slack
223.3,True,10.811397552490234,20000,slack
215.3,True,11.446882486343384,20000,slack
215.3,True,11.444761991500854,20000,slack
256.0,True,12.950384378433228,20000,slack
242.3,True,16.3375186920166,20000,slack
256.0,True,15.775540590286255,20000,slack
223.3,True,12.53314733505249,20000,slack
215.3,True,10.741672992706299,20000,slack
250.3,True,11.588660717010498,20000,slack
223.0,True,10.72051453590393,20000,slack
248.0,True,11.12491774559021,20000,slack
242.3,True,12.164734125137329,20000,slack
250.3,True,11.127697229385376,20000,slack
223.3,True,11.512877941131592,20000,slack
269.0,True,13.786295175552368,20000,slack
223.3,True,22.26231360435486,20000,slack
248.0,True,18.00744080543518,20000,slack
223.3,True,11.696662425994873,20000,slack
223.3,True,11.048333883285522,20000,slack
242.3,True,11.284122467041016,20000,slack
242.0,True,10.778213024139404,20000,slack
223.3,True,11.434314489364624,20000,slack
242.3,True,11.683369159698486,20000,slack
223.3,True,11.316728830337524,20000,slack
256.0,True,10.59290885925293,20000,slack
242.3,True,11.011635780334473,20000,slack
223.0,True,11.05431342124939,20000,slack
223.3,True,12.169095277786255,20000,slack
242.3,True,12.002408504486084,20000,slack
242.3,True,10.809973955154419,20000,slack
242.3,True,11.487195253372192,20000,slack
242.0,True,12.090169906616211,20000,slack
250.3,True,10.926572799682617,20000,slack
215.3,True,14.55932068824768,20000,slack
215.0,True,10.610469341278076,20000,slack
242.0,True,12.662222623825073,20000,slack
256.0,True,18.887316942214966,20000,slack
195.3,False,12.159603834152222,20000,unbalanced
215.3,True,10.527178049087524,20000,unbalanced
215.3,True,10.446826696395874,20000,unbalanced
195.3,False,17.841833353042603,20000,unbalanced
215.3,True,16.46446657180786,20000,unbalanced
215.3,True,13.413094758987427,20000,unbalanced
195.3,False,10.16545844078064,20000,unbalanced
195.3,False,9.934191226959229,20000,unbalanced
215.3,True,10.958033323287964,20000,unbalanced
215.3,True,10.535571813583374,20000,unbalanced
195.3,False,13.741350173950195,20000,unbalanced
215.3,True,10.142875909805298,20000,unbalanced
215.3,True,9.9920072555542,20000,unbalanced
215.3,True,13.992483377456665,20000,unbalanced
197.3,False,11.443718433380127,20000,unbalanced
195.3,False,11.923883199691772,20000,unbalanced
215.3,True,11.679885149002075,20000,unbalanced
215.3,True,10.896088123321533,20000,unbalanced
215.3,True,13.628222465515137,20000,unbalanced
215.3,True,11.673558473587036,20000,unbalanced
195.3,False,12.39395546913147,20000,unbalanced
215.3,True,11.130255222320557,20000,unbalanced
195.3,False,9.234235048294067,20000,unbalanced
195.3,False,10.575003147125244,20000,unbalanced
215.3,True,13.032207250595093,20000,unbalanced
215.3,True,14.111794233322144,20000,unbalanced
215.3,True,10.67833137512207,20000,unbalanced
215.3,True,11.722185134887695,20000,unbalanced
215.3,True,12.503846645355225,20000,unbalanced
215.3,True,13.441114664077759,20000,unbalanced
215.3,True,12.786537885665894,20000,unbalanced
195.3,False,13.301889181137085,20000,unbalanced
215.3,True,11.395176410675049,20000,unbalanced
215.3,True,10.139864206314087,20000,unbalanced
215.3,True,9.459476470947266,20000,unbalanced
215.3,True,10.577860355377197,20000,unbalanced
215.3,True,10.827067613601685,20000,unbalanced
215.3,True,10.748997688293457,20000,unbalanced
215.3,True,14.084341526031494,20000,unbalanced
215.3,True,9.972859382629395,20000,unbalanced
215.3,True,11.767816543579102,20000,unbalanced
215.3,True,12.852665424346924,20000,unbalanced
195.3,False,10.930270433425903,20000,unbalanced
215.3,True,9.650768518447876,20000,unbalanced
195.3,False,9.878154039382935,20000,unbalanced
215.3,True,12.270195960998535,20000,unbalanced
215.3,True,14.822691917419434,20000,unbalanced
215.3,True,11.701030969619751,20000,unbalanced
195.3,False,9.508914947509766,20000,unbalanced
215.3,True,9.723227739334106,20000,unbalanced
215.3,True,10.215374946594238,20000,unbalanced
215.3,True,13.85547947883606,20000,unbalanced
215.3,True,12.206660032272339,20000,unbalanced
215.3,True,12.975427865982056,20000,unbalanced
215.3,True,11.824495077133179,20000,unbalanced
215.3,True,12.20096731185913,20000,unbalanced
197.3,False,10.867006778717041,20000,unbalanced
215.3,True,11.508665561676025,20000,unbalanced
215.3,True,11.16013479232788,20000,unbalanced
215.3,True,9.669318914413452,20000,unbalanced
215.3,True,11.597423791885376,20000,unbalanced
215.3,True,13.854912281036377,20000,unbalanced
210.3,False,12.123864889144897,20000,unbalanced
215.3,True,10.346466302871704,20000,unbalanced
215.3,True,10.080217838287354,20000,unbalanced
215.3,True,9.406767129898071,20000,unbalanced
215.3,True,15.307002067565918,20000,unbalanced
195.3,False,11.04775357246399,20000,unbalanced
215.3,True,11.401514768600464,20000,unbalanced
215.3,True,11.217358112335205,20000,unbalanced
215.3,True,11.875956773757935,20000,unbalanced
215.3,True,11.03400468826294,20000,unbalanced
195.3,False,11.087266683578491,20000,unbalanced
215.3,True,9.607142210006714,20000,unbalanced
215.3,True,10.05858588218689,20000,unbalanced
215.3,True,13.06760311126709,20000,unbalanced
214.3,False,12.115860939025879,20000,unbalanced
215.3,True,13.866995334625244,20000,unbalanced
215.3,True,13.015634298324585,20000,unbalanced
195.3,False,11.377638101577759,20000,unbalanced
215.3,True,11.809103012084961,20000,unbalanced
215.3,True,12.267252445220947,20000,unbalanced
215.3,True,12.917476415634155,20000,unbalanced
195.3,False,10.88921594619751,20000,unbalanced
215.3,True,10.340851068496704,20000,unbalanced
215.3,True,10.431228160858154,20000,unbalanced
215.3,True,10.340507507324219,20000,unbalanced
215.3,True,11.186351299285889,20000,unbalanced
215.3,True,9.344279527664185,20000,unbalanced
215.3,True,10.520837783813477,20000,unbalanced
215.3,True,10.0173180103302,20000,unbalanced
215.3,True,9.508652687072754,20000,unbalanced
215.3,True,11.958542346954346,20000,unbalanced
215.3,True,13.75079870223999,20000,unbalanced
215.3,True,10.484912157058716,20000,unbalanced
215.3,True,11.090968608856201,20000,unbalanced
215.3,True,11.518477201461792,20000,unbalanced
215.3,True,13.722527503967285,20000,unbalanced
215.3,True,11.484936714172363,20000,unbalanced
215.3,True,9.394974946975708,20000,unbalanced
248.0,True,58.09868288040161,100000,slack
215.3,True,54.069995403289795,100000,slack
223.0,True,53.96810817718506,100000,slack
256.0,True,55.69627094268799,100000,slack
215.3,True,65.00124716758728,100000,slack
223.0,True,53.30857515335083,100000,slack
248.0,True,53.18729376792908,100000,slack
242.3,True,51.8924195766449,100000,slack
223.3,True,52.599690437316895,100000,slack
215.3,True,55.39546728134155,100000,slack
256.0,True,62.10255265235901,100000,slack
215.3,True,62.568398237228394,100000,slack
250.3,True,59.671799659729004,100000,slack
242.3,True,53.76550650596619,100000,slack
250.3,True,54.28269028663635,100000,slack
223.0,True,54.02534222602844,100000,slack
223.3,True,58.86876177787781,100000,slack
248.0,True,56.506654262542725,100000,slack
223.0,True,55.52908658981323,100000,slack
248.0,True,58.53531861305237,100000,slack
242.3,True,54.938581228256226,100000,slack
223.0,True,53.91424322128296,100000,slack
215.0,True,52.33011770248413,100000,slack
223.0,True,53.159353733062744,100000,slack
242.3,True,54.87387824058533,100000,slack
215.0,True,53.383445024490356,100000,slack
215.0,True,52.6583149433136,100000,slack
250.3,True,49.174269914627075,100000,slack
223.3,True,50.686707973480225,100000,slack
215.0,True,55.85868453979492,100000,slack
223.0,True,59.99624419212341,100000,slack
250.3,True,56.04317235946655,100000,slack
256.0,True,58.37960243225098,100000,slack
215.3,True,54.78775954246521,100000,slack
223.0,True,56.72904419898987,100000,slack
215.0,True,55.41556906700134,100000,slack
256.0,True,58.53581404685974,100000,slack
248.0,True,61.794397830963135,100000,slack
215.0,True,57.80413031578064,100000,slack
223.3,True,57.74824857711792,100000,slack
215.0,True,54.72835373878479,100000,slack
242.0,True,57.25462460517883,100000,slack
250.3,True,59.026618242263794,100000,slack
215.3,True,51.95528054237366,100000,slack
215.3,True,54.078733921051025,100000,slack
215.0,True,53.00849938392639,100000,slack
223.3,True,49.28401303291321,100000,slack
215.0,True,49.3183228969574,100000,slack
215.3,True,50.91343832015991,100000,slack
215.0,True,58.06549644470215,100000,slack
248.0,True,55.68165302276611,100000,slack
242.3,True,64.11216521263123,100000,slack
248.0,True,64.98283624649048,100000,slack
215.0,True,75.92833280563354,100000,slack
215.3,True,54.39575529098511,100000,slack
223.0,True,77.02348923683167,100000,slack
223.0,True,53.34203124046326,100000,slack
223.0,True,52.64532971382141,100000,slack
223.0,True,59.256800174713135,100000,slack
223.0,True,59.486923933029175,100000,slack
223.0,True,51.71256995201111,100000,slack
215.0,True,51.55453395843506,100000,slack
215.3,True,49.68297600746155,100000,slack
223.3,True,49.45845437049866,100000,slack
223.0,True,53.17124366760254,100000,slack
223.3,True,54.025744915008545,100000,slack
215.3,True,50.72716426849365,100000,slack
250.3,True,60.28893065452576,100000,slack
215.3,True,57.09864020347595,100000,slack
242.3,True,52.93228340148926,100000,slack
256.0,True,61.667879819869995,100000,slack
242.3,True,67.92132377624512,100000,slack
215.3,True,63.20046925544739,100000,slack
215.3,True,86.65497326850891,100000,slack
223.0,True,79.79521942138672,100000,slack
223.0,True,79.22699451446533,100000,slack
223.0,True,77.4506151676178,100000,slack
223.3,True,75.05726766586304,100000,slack
223.3,True,78.23432660102844,100000,slack
223.0,True,75.63007402420044,100000,slack
215.0,True,79.60819363594055,100000,slack
223.3,True,73.48307967185974,100000,slack
223.3,True,71.46783232688904,100000,slack
215.3,True,79.72016859054565,100000,slack
248.0,True,74.56683874130249,100000,slack
256.0,True,75.20410561561584,100000,slack
223.0,True,73.38491201400757,100000,slack
242.3,True,75.69027376174927,100000,slack
215.3,True,75.48858284950256,100000,slack
223.0,True,72.3888475894928,100000,slack
223.0,True,75.39796018600464,100000,slack
215.3,True,74.5978012084961,100000,slack
242.0,True,86.45974707603455,100000,slack
223.3,True,72.04855513572693,100000,slack
223.3,True,72.93270969390869,100000,slack
250.3,True,76.37113571166992,100000,slack
215.3,True,74.96066474914551,100000,slack
223.0,True,76.51989912986755,100000,slack
223.0,True,71.1340720653534,100000,slack
223.0,True,59.17070937156677,100000,slack
215.3,True,53.02659296989441,100000,unbalanced
215.3,True,54.39574646949768,100000,unbalanced
215.3,True,57.09434127807617,100000,unbalanced
215.3,True,48.99695587158203,100000,unbalanced
215.3,True,54.87260937690735,100000,unbalanced
215.3,True,50.293580055236816,100000,unbalanced
215.3,True,42.1095917224884,100000,unbalanced
215.3,True,43.10972762107849,100000,unbalanced
215.3,True,43.56352257728577,100000,unbalanced
215.3,True,42.98707962036133,100000,unbalanced
215.3,True,47.33914828300476,100000,unbalanced
215.3,True,44.3821496963501,100000,unbalanced
215.3,True,42.21403408050537,100000,unbalanced
215.3,True,42.799760580062866,100000,unbalanced
215.3,True,44.90959334373474,100000,unbalanced
215.3,True,42.24276304244995,100000,unbalanced
215.3,True,43.133342027664185,100000,unbalanced
215.3,True,51.35122013092041,100000,unbalanced
215.3,True,56.95062065124512,100000,unbalanced
215.3,True,45.24958825111389,100000,unbalanced
215.3,True,45.83372759819031,100000,unbalanced
215.3,True,44.751455783843994,100000,unbalanced
215.3,True,52.89265727996826,100000,unbalanced
215.3,True,57.48627996444702,100000,unbalanced
215.3,True,53.30099892616272,100000,unbalanced
215.3,True,47.20035409927368,100000,unbalanced
215.3,True,44.6988046169281,100000,unbalanced
215.3,True,45.544984579086304,100000,unbalanced
215.3,True,44.854668378829956,100000,unbalanced
215.3,True,46.19684433937073,100000,unbalanced
215.3,True,44.22626090049744,100000,unbalanced
215.3,True,45.50045824050903,100000,unbalanced
215.3,True,48.64822840690613,100000,unbalanced
215.3,True,46.040136098861694,100000,unbalanced
215.3,True,45.41371774673462,100000,unbalanced
215.3,True,52.294071674346924,100000,unbalanced
215.3,True,46.509929895401,100000,unbalanced
215.3,True,43.46090078353882,100000,unbalanced
215.3,True,44.22352695465088,100000,unbalanced
215.3,True,42.40902137756348,100000,unbalanced
215.3,True,42.33751034736633,100000,unbalanced
215.3,True,46.30619430541992,100000,unbalanced
215.3,True,56.389992237091064,100000,unbalanced
215.3,True,44.47457790374756,100000,unbalanced
215.3,True,43.36963653564453,100000,unbalanced
215.3,True,43.551652908325195,100000,unbalanced
215.3,True,54.28872060775757,100000,unbalanced
215.3,True,42.09609508514404,100000,unbalanced
215.3,True,42.815807580947876,100000,unbalanced
215.3,True,45.63163208961487,100000,unbalanced
215.3,True,43.993006229400635,100000,unbalanced
215.3,True,46.71970534324646,100000,unbalanced
215.3,True,44.03094506263733,100000,unbalanced
215.3,True,46.080636501312256,100000,unbalanced
215.3,True,68.94592118263245,100000,unbalanced
215.3,True,70.70966124534607,100000,unbalanced
215.3,True,56.69391846656799,100000,unbalanced
215.3,True,52.97470307350159,100000,unbalanced
215.3,True,52.89465069770813,100000,unbalanced
215.3,True,52.23456406593323,100000,unbalanced
215.3,True,45.554327964782715,100000,unbalanced
215.3,True,45.05123424530029,100000,unbalanced
215.3,True,52.47787690162659,100000,unbalanced
215.3,True,48.08141016960144,100000,unbalanced
215.3,True,52.29766845703125,100000,unbalanced
215.3,True,45.73113679885864,100000,unbalanced
215.3,True,48.89066410064697,100000,unbalanced
215.3,True,52.345471143722534,100000,unbalanced
215.3,True,47.92256736755371,100000,unbalanced
215.3,True,45.89142441749573,100000,unbalanced
215.3,True,44.355451345443726,100000,unbalanced
215.3,True,44.19627237319946,100000,unbalanced
215.3,True,43.32452988624573,100000,unbalanced
215.3,True,46.21194791793823,100000,unbalanced
215.3,True,50.05336833000183,100000,unbalanced
215.3,True,48.097564458847046,100000,unbalanced
215.3,True,44.065515756607056,100000,unbalanced
215.3,True,45.02541136741638,100000,unbalanced
215.3,True,50.45666193962097,100000,unbalanced
215.3,True,47.20489835739136,100000,unbalanced
215.3,True,48.776400089263916,100000,unbalanced
215.3,True,52.502843379974365,100000,unbalanced
215.3,True,48.69306540489197,100000,unbalanced
215.3,True,44.029287815093994,100000,unbalanced
215.3,True,45.57737183570862,100000,unbalanced
215.3,True,47.98130202293396,100000,unbalanced
215.3,True,47.80177021026611,100000,unbalanced
215.3,True,43.93539547920227,100000,unbalanced
215.3,True,45.26416301727295,100000,unbalanced
215.3,True,49.67088580131531,100000,unbalanced
215.3,True,46.28532934188843,100000,unbalanced
215.3,True,46.44533085823059,100000,unbalanced
215.3,True,46.00634503364563,100000,unbalanced
215.3,True,47.32882261276245,100000,unbalanced
215.3,True,47.66435933113098,100000,unbalanced
215.3,True,44.37186551094055,100000,unbalanced
215.3,True,48.69306540489197,100000,unbalanced
215.3,True,44.029287815093994,100000,unbalanced
215.3,True,45.57737183570862,100000,unbalanced
215.3,True,47.20489835739136,100000,unbalanced